stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,50.57,987.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,157.66,2573.76,0,0,0,0,0,0,0,0,0,0,0,47.61,0,0,0,0,0,0,0,0,0,0,0,53.72,0,0,0,23.71,0,19.68,0,0,0,0,0,0,0,0,0,0
  7-9,45.89,78.57,0,53.41,0,0,0,110.46,0,0,0,0,0,95.03,0,0,0,0,0,0,0,0,0,0,0,1248.23,52.23,0,0,590.07,0,4.29,0,0,0,0,0,0,0,0,0,0
 10-12,0,41.97,0,63.51,0,0,0,101.84,0,0,0,0,0,7.33,0,0,0,0,0,0,0,0,0,0,0,749.73,39.77,0,0,654.28,0,9.01,0,135.96,0,6.84,3.28,0,0,0,0,0
 14-21,0,0,0,8.18,53.26,8.78,0,10.76,0,1.75,0,5.19,2.76,0,0,0,7.36,0,0,0,0,18.26,0,0,20.06,141.05,2.76,1.51,0.94,7.45,0,49.66,83.63,13.48,0,70.97,67.18,0,0,0,0,0
 24-34,0,0,0,4.24,35.37,0.8,0,19.2,0,17.5,0.61,4.49,6.49,1.52,5.98,0,38.06,0,0.65,2.86,0.98,33.57,7.66,0,13.19,330.22,4.88,9.17,7.32,0,0,31,0,13.56,2.77,12.22,62.37,0,0,18,0,0
 36-46,0,0,4.29,0,14.93,5.97,0,48.13,0,40.78,4.87,14.03,1.12,5.16,4.81,0,9.03,0,2.7,0,0,66.05,2.36,8.09,18.18,333.42,4.76,5.45,0.72,0,0,56.3,0,28.36,0.6,0,80.5,0,0,30.98,0,18.46
 48-58,0.58,0,0.46,0.43,42.65,3.15,0,79.28,0,20.93,4.77,25.68,2.5,87.74,9.97,1.21,22.63,0,8.12,1.61,0,89.82,26.54,1.17,10.57,264.63,24.18,5.47,2.06,0,6.45,179.23,0,22.85,3.87,0,109.64,0,0,17.91,0,0
 60-70,0,0,0.57,0,100.54,4.09,0,199.97,1.27,35.28,12.22,36.15,2.99,36.22,6.33,7.1,25.9,0,8.5,9.36,0,230.04,20.12,6.11,37.65,430.07,14.13,6.73,5.5,0,0.82,712.91,0,8.99,4.48,0,175.34,1.99,1.7,24.02,0.59,42.62
 72-82,0,0,2.89,0,201.72,109.41,0,269.56,0.82,71.64,28.9,81.64,7.47,13.35,8.16,11.1,53.14,4.86,15.93,0,2.76,429.24,37.05,27.75,23.56,574.61,2.81,7.32,15.01,0,2.85,1636.96,0,22.92,3.03,0,176.26,12.7,10.84,50.48,4.89,22.99
 84-94,0,0,6.62,0,313.78,114.07,0,168.89,2.66,129.42,30.64,87.74,23.54,23.79,7.86,18.95,113.38,4.16,21.99,0,5.3,433.22,57.62,17.54,14.77,380.18,12.26,7.8,7.75,0,3.75,3984.62,0,58.81,4.24,0,118,22.2,11.12,28.97,14.01,20.9
 96-106,1.12,0,4.97,0,905.27,148.4,12.64,260.59,3.4,295.48,16.42,126.18,45.28,3.7,7.79,26.98,126.74,17.45,15.8,41.44,6.86,468.19,133.37,29.83,51.81,544.05,18.41,31.48,7.39,0,13.01,5491.1,0,44.75,12.83,0,73.78,31.93,16.62,49.62,13.68,22.28
108-118,0,0,5.27,2.12,1014.41,85.79,10.65,220.06,7.3,420.83,26.52,111.18,58.44,2.74,8.3,21.04,185.43,31.69,20.25,7.96,27.89,527.57,156.76,23.34,59.56,579.84,17.13,16.63,12.83,0,16.29,3263.7,0,50.55,2.81,0,47.56,42.46,14.93,43.74,17.09,34.73
120,0,0,2.8,4.41,963.58,70.64,0,202.84,14.77,303.32,18.83,189.03,46.83,0,16.61,66.36,111.49,14.97,25.83,29.13,4.81,884.33,70.42,52.18,47.81,453.65,29.87,23.08,29.77,0,3.68,1864.62,0,30.44,1.64,0,70.95,29.94,15.11,55.35,58.69,20.79
