stage,epidermis,erythrocytes,eye,fin_epithelia,fin_mesenchyme,glial,gut,immune,ionocyte,iridophores,liver,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,periderm,spinal_cord,taste,vasculature
 14-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06,0,0,0,0,0
 36-46,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 48-58,19.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 60-70,16.74,0,1.83,0,0,0,0,0,0,0,0,0,0,0,0,1.82,0,0,0,0,57.47,0
 72-82,13.03,1.32,4.47,0,0,0.82,4.81,5.65,0,0,6.28,3.05,0,3.33,0,21.25,0,8.33,0,0.66,159.74,0
 84-94,42.01,0,16.55,0,3,0,5.02,0,0,0.74,0,0,0,0,0.76,6,0,1.05,0.6,1.51,317.14,0
 96-106,8.57,0,0,0.82,0,0,7.43,0,0.58,0,0,5.1,1.72,0,0,8.54,0,1.08,0,0,231.67,0
108-118,7.47,0,0.45,0,0,0,8.76,0,0,0,0,1.17,1.07,5,0.7,4.58,0,0,0,1.3,218.55,0.89
120,14.37,0,2.28,0,0,0,9.46,0,0,0,0,0,0,0,0,34.06,0,3,0,0,64.91,0
