stage,eye,fin_epithelia,fin_mesenchyme,glial,melanocytes,mesenchyme,muscle,neural,somites,spinal_cord,xanthophores
 24-34,0,0.93,8.87,0,0,0,0,0.6,0.73,0,0
 36-46,0,7.59,22.45,0,0,0,0.62,0.64,0,0,0
 48-58,0,20.22,84.51,0.5,0,0.39,1.36,2.12,0,0.96,0
 60-70,2,7.8,57.88,0,0,0.85,5.92,1,0,0,0
 72-82,0,6.31,90.15,0,6.34,5.67,1.4,1.16,0,0,4.19
 84-94,5.92,16.58,72.34,5.65,0,1.47,2.03,0,0,0,0
 96-106,0,2.68,70.7,0,0,0.94,0.56,0,0,0,0
108-118,1.15,2.15,20.14,0,0,2.23,0,0,0,0,0
120,4.08,0,127.38,4.13,0,6.75,2.33,0,0,0,0
