stage,endocrine_pancreas,erythrocytes,eye,glial,neural,periderm,spinal_cord
 14-21,0,0.94,0,0,1.23,0,0
 24-34,0,0,0,0,0.94,0,0
 36-46,0,0,0,0,8.66,3.43,0.71
 48-58,0,0,1.14,0,33.17,0,0.43
 60-70,0,0,11.3,0.88,42.86,0,3.59
 72-82,0.69,0,18.34,4.71,45.18,0,1.59
 84-94,0,0,6.55,1.78,18.91,0,0
 96-106,0,0,1.85,0,25.87,0,0
108-118,0,0,6.4,0,7.65,0,1.01
120,0,0,0,0,20.02,0,9.21
