stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,14.95,595.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211.77,0,0,0,0,0,0,0,0,0,0,0
  5-6,28.75,421.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.24,0,0,0,16.92,0,253.26,0,0,0,0,0,0,0,0,0,0,0
  7-9,16.04,106.38,0,160.94,0,0,0,266.3,0,0,0,0,0,3.41,0,0,0,0,0,0,0,0,0,0,0,2420.72,24.51,0,0,911.01,0,14.83,11.24,0,0,0,0,0,0,0,0,0,0
 10-12,0,157.65,0,462.09,0,66.87,0,593.18,0,0,0,0,0,5.06,0,0,0,0,0,0,0,0,0,0,0,5907.14,11.66,0,0,526.95,0,3.81,0,6.12,160.87,0,6.54,9.01,0,0,0,0,0
 14-21,2.31,0,0,106.97,1235.67,89.74,0,1067.66,0,1.07,0,14.21,311.77,0,8.14,0,13.09,0,1.97,6.91,0,519.62,0.86,0,257.85,2760.67,5.39,19.54,4.69,17.08,0,23.09,0,8.6,9.47,66.69,59.72,418.01,0,0,12.58,0,0
 24-34,0,0,0,70.84,323.44,7.26,0,675.67,0.93,6.01,1.45,45.06,62.01,0,23.27,2.43,7.96,3.39,12.93,7.75,0,650.85,2.57,9.49,72.73,2563.31,2.62,24.66,11.36,0,2.6,67.4,0,0,1.75,15.96,24.92,367.42,0,0,61.87,0,0
 36-46,0,0,0,8.48,109.25,1.51,0,491.9,1.21,5.19,18.46,137.19,32,0,19.42,0.58,4.19,0,15.78,13.65,4.54,456.21,2.41,56.22,46.79,2878.78,1.5,12.55,20.76,0,7.06,75.56,0,0,0.7,4.05,0.91,436.85,0,1.04,39.13,0,4.56
 48-58,0,3.88,0,5.47,67.45,0,0,484.81,4.46,7.65,8.74,211.87,19.55,0,4.27,3.01,3.84,1.62,12.85,11.78,3.78,470.96,2.82,114.52,42.76,2264.98,6.77,8.32,18.59,4.77,3.5,43.91,0,0,0,1.8,0,397.68,0,1.96,23.12,0.9,3.07
 60-70,0,0,0,0,44.98,0,0,478.99,4.63,3.22,6.69,319.48,26,0,7.9,3.23,22.64,2.34,5.37,1.73,0,511.84,5.29,119.84,49.65,1763.03,12.34,4.2,26.56,0,7.45,45.28,0,0,0,2.54,0,221.27,0,20.62,34.31,3.45,6.6
 72-82,0,0,0,0,43.09,5.25,0,414.7,7.62,2.07,14.12,304.66,5.41,0,4.56,4.87,14.22,4.18,1.56,0,4.19,655.9,6.02,132.81,20.93,1503.66,0,4.66,28.67,0,6.81,34.98,1.65,0,0,4.82,0,160.83,1.21,37.23,58.8,29.3,9.16
 84-94,1.23,0,2.31,0,70.03,3.46,0.7,431.48,8.9,3.58,8.24,270.06,10.48,1.37,11.54,18.84,18.97,26.4,2.61,0,0,607.05,20.3,195.22,30.97,1145.2,5.2,7.28,39.96,0,12.16,87.48,1.4,0,3.17,3.8,0,150.14,4.29,36.41,53.32,21.94,8.82
 96-106,0,0,2.61,0,87.28,4.77,0,291.92,8.6,8.79,6.24,291.21,13.63,1.06,12.05,5.17,39.1,7.8,9.29,3.97,0,420.21,6.13,105.9,39.33,915.57,3.73,20.06,28.76,10.66,20.61,53.08,7.21,0,0,5.19,0,63.57,2.08,24.01,51.76,19.47,0.9
108-118,0,0,0,0,83.95,0.94,5.35,303.12,17,7.77,3.3,314.44,22.4,0,6.3,11.95,20.85,46.72,3.59,14.88,3.11,522.52,13.21,103.62,29.23,1247.12,0.55,6.93,29.19,0,9.83,61.18,0,0,1.26,2.86,0,56.63,5.32,19.33,41.72,12.04,6.38
120,0,0,0,0,126.79,2.01,0,280.4,13.35,7.87,9.25,425.42,11.35,0,11.61,8.98,15.22,27.03,1.57,0,0,473.11,8.64,99.29,19.81,1164.89,0,2.95,41.22,0,0,51.61,0,0,0,0,0,47.86,0,36.45,52.73,29.64,6.28
