stage,eye,fin_mesenchyme,glial,mesenchyme,muscle,neural,otic,presomitic_mesoderm,spinal_cord
 14-21,0,0,0,0,0,2.34,0,1.22,1.2
 24-34,0,0,0,0.98,0.93,1.39,0.64,0,0
 36-46,0,0,0,0,0,0,0,0,2.77
 48-58,1.87,0,0,0.61,0,1.86,0.44,0,0
 60-70,0.7,0,0,0.61,0,9.76,0,0,2.45
 72-82,5.22,0,0,0,0,3.9,0,0,0
 84-94,8.03,0,0.68,0,0,1.91,0,0,0
 96-106,0,0,0,1.42,0,10.62,0,0,0
108-118,0,0,0,0,2.51,9.8,0,0,0
120,0,2.83,0,4.2,0,0,0,0,0
