stage,axial,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  5-6,11.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,5.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,138.43,0,0,0,0,0,0,0,0,0,0,0,126.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,157.26,1.77,0,1.03,0,0.87,0,1.01,0,37,0,0,323.9,0,19.69,0,0,4.56,133.81,0,0,285.93,0.83,324.73,0,0,0,20.76,0,2.09,0,0,3.94,3.55,0,0,4.33,0,0
 24-34,0,0,1.87,1466.76,1.83,0,95.63,0,109.23,0.8,6.94,0,4.82,2.09,0.6,2439.99,0,772.19,16.61,2.87,45.42,250.72,0,15.92,22941.34,12.16,3655.54,710.11,0,0,1274,0,0,2.59,2.21,1.63,74.37,0,0,66.69,0,6.33
 36-46,0,0,0,588.39,0,0,94.29,0,91.81,0.79,4.83,0,0,0.93,0,1035.5,1.21,462.21,0,0,33.4,97.79,0,5.26,31254.97,2.73,2143.6,477.18,0,0,961.68,0,0,0,0,2.35,46.91,0,0,14.12,0,0
 48-58,0,0,0,385.15,4.19,0,94.11,1.12,46.03,0,14.28,0,7.57,0,1.21,919.57,0,2063.19,8.87,1.63,32.71,71.87,1.14,4.05,7695.64,0,746.18,519.86,0,0,260.51,0,0,0,3.96,0,46.74,0,0,2.08,0,9.34
 60-70,0,0,0,165.56,136.62,0,1049.35,1.09,4.31,14.11,43.34,2.18,12.62,1.7,27.88,955.38,0,6598.24,0.81,6.94,63.4,37.86,0,12.3,2367.2,0.83,350.55,2932.44,0,0,185.09,0,0,0,0,0,28.04,315,0,11.47,0,36.83
 72-82,0,1.01,0,305.19,130.41,1.9,3959.03,3.95,26.8,22.07,324.37,109.99,0.52,14.9,8.28,714.14,17.94,17384.07,27.95,7.75,408.92,33.17,11.21,52.1,4452.25,17.12,535.4,2004.52,0,7.93,256.07,1.65,0,22.44,14.47,0,124.25,2074.88,0,97.57,23.72,89.56
 84-94,0,3.5,0,572.32,88.72,1.48,3808.94,3.84,203.05,3.58,131.66,142.5,0,18.88,13.13,2475.22,2.25,32203.44,26.24,25.42,232.41,80.18,24.51,26.47,6094.98,0,990.36,2708.9,0,12.64,412.53,0,0,7.2,0,0,54.59,7009.43,8.38,42.82,0.66,13.4
 96-106,0,12.74,0.67,935.9,306.69,33.54,7568.92,29.27,117.96,55.4,412.74,339.44,0,4.71,62.21,3098.41,32.24,67106.81,269.13,0,668.48,98.69,32.79,64.54,4766.08,21.43,1782.94,3252.01,0,13.86,767.02,0,0,4.71,10.68,0,143.32,9249.95,18.9,129.25,18.51,101.64
108-118,0,18.36,0,799.3,138.41,34.22,6119.51,26.98,83.19,49.01,656.08,173.18,0,10.02,62.13,3092.44,20.64,49843.8,78.06,13.78,718.59,112.97,36.47,65.27,5482.21,34.01,900.97,3177.36,24.32,31.45,668.61,0,0,0.78,0.93,0,82.67,7691.47,14.05,96.32,19.03,46.96
120,0,7.97,0,808.25,85.26,9.66,4562.86,3.94,60.59,18.05,1159.1,62.35,0,4.47,270.14,1377.31,10.74,45095.83,131.7,3.24,450.93,18.15,17.28,38.32,5736.63,35.21,675.98,3944.8,0,8.05,240.01,0,0,16.51,6.83,0,28.88,4417.89,6.54,114.82,33.19,82.68
