stage,blastomeres,eye,glial,hatching_gland,neural,olfactory,paraxial_mesoderm,spinal_cord
  3-4,10.47,0,0,0,0,0,0,0
  5-6,29.4,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,6.73,0
 10-12,0,0,0,4.82,19.64,0,7.69,0
 14-21,0,1.29,0,0,4.7,0,0,0.98
 24-34,0,1.78,0,0,0,0.96,0,0
 36-46,0,1.64,0,0,1.96,0,0,0.61
 60-70,0,1.89,0,0,1.04,0,0,0
 72-82,0,0,0,0,1.58,0,0,0
 84-94,0,0.95,0,0,15.14,0,0,0
 96-106,0,0,0.85,0,0,0,0,0
108-118,0,0,1.29,0,0.49,0,0,0
120,0,0,0,0,0,0,0,5.23
