stage,eye,glial,immune,mesenchyme,neural,olfactory,paraxial_mesoderm,somites,vasculature,visceral_smooth_muscle
 10-12,0,0,0,0,0,0,3.98,0,0,0
 14-21,0,0,3.28,0,0.82,0,0,0,0,0
 24-34,0,0,26.68,0,0,0,0,0.6,0.81,0
 36-46,0,0,15.03,0,0.91,0,0,0,6.4,0
 48-58,0.87,0,35.18,0,0,0,0,0,0,0
 60-70,0,0,28.87,0,0,0,0,0,0,0
 72-82,0,0,56.05,0,0,0,0,0,0,0
 84-94,0.96,0,71.1,0,0,0,0,0,0,0
 96-106,1.06,1.65,53.48,0.63,8.64,2.1,0,0,0,0
108-118,2.09,0,44.38,0,0,0,0,0,0,2.42
120,0,0,147.26,0,0,0,0,0,0,0
