stage,eye,glial,mesenchyme,neural,olfactory,somites,spinal_cord,xanthophores
 14-21,0,0,0,0,0,0.9,0,0
 36-46,0,0,0,2.88,0,0,0,0
 48-58,0.39,0,0.47,1.13,0,0,4.33,0
 60-70,2.27,0,0,12.43,0,0,0,0
 72-82,8.09,0,1.05,2.01,0.6,0,3.55,0
 84-94,1.16,0,0,14.06,0,0,0,0
 96-106,0,0,0,3.57,0,0,0,1.46
108-118,0,1.15,0.42,3.93,1.27,0,0,0
120,0,0,0,20.45,0,0,0,0
