stage,blastomeres,eye,mesenchyme,neural
  7-9,8.75,0,0,3.87
 10-12,0,0,0,3.24
 36-46,0,0,1.17,0
 48-58,0,0,0,1.11
 72-82,0,0,0,7.06
 84-94,0,0,0,5.87
 96-106,0,0.86,0,0
