stage,eye,glial,mesenchyme,neural,periderm,spinal_cord
 14-21,0,0,0,0,2.42,0
 36-46,0,0,0,1.45,0,0
 48-58,1.01,0,0,0,0,0.4
 60-70,0,0.8,0,1.33,0,0
 72-82,0,2.43,2.13,0,0,0
 84-94,0,0,0,0,0.87,0
108-118,0,0.94,2.61,2.46,0,0
