stage,endoderm,eye,glial,mesenchyme,mural_cell,neural,paraxial_mesoderm,periderm,slow_muscle
  7-9,0,8.7,0,0,0,10.06,4.93,5.76,0
 10-12,4.92,0,0,0,0,23.21,11.03,0,0
 14-21,0,0,0,0.95,0,1.03,0,0,0
 36-46,0,0,0,0,0,1,0,0,0
 48-58,0,0,0,0.58,0,0,0,0,0
 60-70,0,0,1.83,0,0,0,0,0,0
 72-82,0,0,0,0,0,7.91,0,0,0
 84-94,0,0,0,0,2.05,0,0,0,0
 96-106,0,0,0,0.69,0,1.33,0,0.62,0
108-118,0,0,7.84,0,0,0,0,0,0
120,0,0,0,0,0,2.29,0,0,1.22
