stage,eye,glial,mesenchyme,neural,spinal_cord,vasculature
 14-21,0,0,0,0,2.79,0
 24-34,0,0,0,2.91,0,1.6
 36-46,0,0,0,5.83,0,0
 48-58,2.16,0,1.66,18.34,0.93,0
 60-70,0.6,2.18,7.84,4.37,0,0
 72-82,0,2.34,1.1,7.01,0.6,0
 84-94,11.11,1.4,0,17.51,2.12,0
 96-106,0.88,5.93,0,7.35,0,0
108-118,0,0,0,7.41,0,0
120,0,0,0,6.49,0,0
