stage,epidermis,eye,fin_mesenchyme,glial,heart,mesenchyme,neural,periderm,spinal_cord,vasculature
 36-46,0,8.44,0,0,0,0,0,0,0,0
 48-58,0,91.01,0,0,0,0,1.14,0,1.72,0
 60-70,0,169.1,0,0,0,0,2.68,0,0,0
 72-82,2.63,179.47,0,1.44,0.81,0,3.02,0,0,0
 84-94,0,90.67,0,0,0,0,2.21,0.7,0,0
 96-106,0,99.56,0,0,0,1.97,1.01,0,0,8.43
108-118,0,79.44,0.65,0,0,0.79,0,0,0,0
120,1.95,33.68,0,3.64,0,0,0,0,0,0
