stage,eye,glial,mesenchyme,muscle,neural
 14-21,0,0,0,0,0.96
 36-46,0,0,0,0,0.7
 48-58,0.47,0,0,0.51,5.63
 60-70,1.55,0.74,0,0,1.69
 72-82,0,0,0,0,5.08
 96-106,0,0,1.48,0,0
108-118,0,0,0,0,4.36
