stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,12.09,47.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,82.6,83.74,0,0,0,0,0,0,0,0,0,0,0,21.64,0,0,0,0,0,0,0,0,0,0,0,20.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,127.69,0,0,0,0,0,0,0,0,0,0,0,0,159.77,0,0,0,0,0,0,0,0,0,0,0,42.3,0,0,0,57.64,0,0,39.79,0,0,0,0,0,0,0,0,0
 10-12,0,12.27,0,6.65,0,0,0,13.62,0,0,0,0,0,0,0,0,0,0,0,5.32,0,0,0,0,0,231.49,0,0,0,85.67,0,0,0,0,18.87,0,0,0,0,0,0,0
 14-21,0,0,1.23,1.81,7.79,2.51,0,6.1,0,0,0,1.98,0.9,0,0,0,0,0,0,4.49,12.54,0,0,0,1.81,217.73,2.25,6.97,2.09,2.79,0,0,0,6.7,0.9,2.08,88.92,0,0,1.69,0,0
 24-34,0,0,0,0,4.2,0,0,17.75,0,0,0,1.95,2.05,0,0,0,0,0.76,0,0,47.55,3.45,0,0,1.31,1317.45,1.45,51.39,7.53,0,0,0,0,0,3.33,0,179.86,0,0,20.31,0,4.78
 36-46,0,0,0,0,0,0,0,43.76,0,0,0,14.01,0,0,0,0.73,0,0.61,0,0.85,7.31,5.9,0,0,1.92,3857.87,0,50.13,3.06,0,0,0,0,0,0,0,477.05,0,0,2.69,0,5.59
 48-58,0.39,0,0.42,0,19.36,3.18,0,508.34,0.84,0.56,1.11,95.26,0,0,1.52,0.86,0.4,3.16,0.4,0.65,4.47,21.51,0,0.77,2.44,6326.39,0.4,49.14,3.5,0,0,6.25,0,0,0.47,0,695.19,0,0.64,4.03,0,20.32
 60-70,0,0,1.48,0,4.67,0,0,1936.65,0,0,0,93.68,0,0,0,0,0,15.04,3.21,1.41,0,31.46,0,0,3.2,8690.56,0,52.53,11.28,0,2.4,14.59,0,0,0,0,895.04,0,0,3.95,0,0
 72-82,0,0,0,0,26.85,3.89,0,2171,2.3,0.81,2.8,82.69,0,0,0,0.85,0,37.91,2.7,0,0,68.03,0.91,6.08,2.92,6544.45,3.1,91.47,14.73,0,0,14.16,0,0,0,0,681.87,0,2.24,9.42,0.71,19.78
 84-94,0,0,3.91,0,38.29,3.62,10.69,1445.9,1.48,0.56,4.05,92.52,1.37,0,1.27,2.72,0,20.6,7.11,0,0,71.7,0.61,4.23,3.66,4248.13,0.93,71.69,26.38,0,0,9.4,0,0,0,0,552.62,0,2.41,13.68,3.48,7.33
 96-106,0,0,1.98,0,21.38,7.68,0.9,1141.58,0,1.9,1.05,69.26,3.36,0,0,0,0.66,27.34,4.35,0,0,53.64,2.09,0.62,2.53,3084.25,0,89.8,20.95,0,0,6.62,0,0,0,0,160.34,4.29,2.14,8.24,0,10.52
108-118,0,0,0.6,0.59,52.88,1.07,4.04,1097.43,0,0,1,70.02,0.52,0,0,1.45,0,76.96,2.19,0,2.02,48.64,0,1.38,0.55,4459.67,0.69,54.7,12.32,0,0,5.62,0,0,0,0,162.14,1.13,3.66,5.32,4.28,13.66
120,0,0,0,0,7.22,2.1,0,841.04,0,0,1.29,99.41,1.38,0,0,0,0,49.56,6.09,0,0,74.03,0,0,0,5254.94,0,92.26,56.72,0,0,6.4,0,0,2.39,0,178.05,0,0,1.55,0,0
