stage,fin_mesenchyme,glial,lateral_line,mesenchyme,muscle,neural,periderm,spinal_cord
 14-21,0,0,0,0,0,0.87,0,0
 24-34,0,0,0,0,0,2.82,0,1.17
 36-46,0,1.82,0,0,0,3.18,0,2.02
 48-58,0,1.05,0,0,0,1.02,0,0.63
 60-70,0,0.59,0,0,0,8.41,0,0
 72-82,0,0,1.04,0,0,2.76,0,0
 96-106,1.21,0,0,0.59,0,0,0.96,0
108-118,0,0.44,0,1.18,1.11,2.56,0,0
120,0,3.95,0,0,0,2.14,0,0
