stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,209.43,4325.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344.24,0,0,0,0,0,0,0,0,0,0,0
  5-6,191.15,1917.55,0,0,0,0,0,0,0,0,0,0,12.54,0,0,0,0,0,0,0,0,0,0,0,93,17.6,0,0,45.14,0,176.09,0,0,0,0,0,0,0,0,0,0,0
  7-9,9.36,19.56,0,140.66,0,0,50.98,0,0,0,0,0,12.06,0,0,0,0,0,0,0,0,0,0,0,780.08,21.41,0,0,128.33,0,264.37,66.96,0,0,0,0,0,0,0,0,0,0
 10-12,0,15.84,0,74.18,0,0,34.34,0,0,0,0,0,0,0,0,0,0,0,5.32,0,0,0,0,0,2676.97,8.26,0,0,185.07,0,168.31,0,0,16.32,0,0,0,0,0,0,0,0
 14-21,0,0,0,6.68,402.7,82.37,3.52,0,0,0,8.77,3.88,0,6.61,0,17.54,0,0.93,13.96,0,25.63,0,0,2.15,33.35,56.52,0,1.85,1.7,0,165.1,0,1.85,14.63,48.37,7.1,56.49,0,0,76.39,0,0
 24-34,0,0,0.65,2.24,185.33,7.98,4.52,3.78,26.44,3.01,0,1.08,0,16.36,0,16.52,0.63,9.06,14.2,3.24,91.86,1.54,1.66,16.69,115.96,132.98,3.53,4.36,0,0,372.62,0,1.12,11.97,15.33,5.66,41.7,0,0,245.2,0,2
 36-46,0,0,0,0,90.15,0,17.01,4.22,38.57,4.21,3.64,0.72,0,15.04,0,12.96,0,7.14,5.6,29.66,114.51,0.56,1.06,15.82,106.13,112.04,5.35,0,0,0,303.53,0,0,4.28,21.77,0,19.8,0,0,103.32,0,3.91
 48-58,0,0,0,0,41.81,0.45,10.67,7.3,30.33,8.13,13.58,1.42,0,12.12,0,0.93,0,5.62,2.7,25.5,172.52,0.96,0.84,13.98,94.43,89.83,0.75,6.7,0,0.61,150.9,0,0,3.99,3.53,0,7.57,0,0.4,54.7,0,44.64
 60-70,2.52,0,0,0,77.51,5,29.89,1.41,34.38,3.51,42.81,9.11,0,9.04,0,14.01,1.2,7.63,1.51,55.12,602.91,0,12.22,7.05,96.65,61.12,3.57,9.47,0,2.38,174.66,0,0,2.82,3.94,0,11.34,0,0,69.32,4.25,82.61
 72-82,0,0,0.79,0,46.49,0.68,20.17,2.75,17.68,4.4,174.82,20.75,0.49,15.64,1.08,4.66,2.33,10.97,8.56,29.16,960.56,0,1.13,12.07,65.23,25.71,7.15,8.47,0,0.84,88.01,0,0,1.26,0.51,0,18.36,0,7.18,83.08,1.92,57.06
 84-94,0.62,0,0,0,73.87,3.31,44.73,4.11,37.34,15.04,170.71,24.56,0,11.69,1.51,13.28,8.95,9.83,3.19,62.52,1121.99,1.33,11.13,8.05,117.84,60.75,0.76,20.39,0,0,295.42,0,0,4.33,0,0,6.93,1.37,10.19,117.93,4.14,46.09
 96-106,0,0,0,0,68.65,6.27,37.48,1.21,16.18,14.44,255.51,6.27,0,16.07,3.29,10.51,1.28,12.66,5.87,9.83,630.75,2.39,2.13,4.58,94.37,24.87,3.71,10.99,0,0,201.23,0,0,4.47,2.68,0,1.89,0,7.5,73.53,7.81,42.35
108-118,1.01,0,1.11,0.42,87.95,3.35,34,3.88,36.9,3.99,237.54,16.54,0,14.1,2.53,16.28,7.2,2.98,16.26,16.58,634.2,1.26,0,3.06,57.04,32.93,5.53,14.14,0,3.98,161.58,0,0,1.74,1,0,3.08,0,9.73,66.98,4.91,14.95
120,2.37,0,0,0,63.94,4.98,13.14,4.55,26.03,1.44,265.45,54.62,0,15.45,8.76,11.09,1.59,8.16,22.19,17.09,893.71,2.48,0,0,87.31,59.89,4.65,20.42,0,2.76,125.08,0,0,2.16,1.37,0,0,0,15.05,70.54,0,16.71
