stage,blastomeres,epidermis,eye,immune,mesenchyme,neural,paraxial_mesoderm,xanthophores
  5-6,8.44,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,15.66,11.76,0
 10-12,0,0,0,0,0,5.05,0,0
 24-34,0,0,1.2,0,0,7.08,0,0
 36-46,0,0,0.62,0,0,2.11,0,0
 48-58,0,0.43,0.65,0,0.62,0.59,0,0.4
 60-70,0,0,0,5.34,0.7,0,0,0
 72-82,0,0,0,0.59,0,0,0,0
 84-94,0,0,0,1.02,0,9.5,0,0
108-118,0,0,2.53,0,0,1.17,0,0
