stage,blastomeres,epidermis,eye,mesenchyme,neural,somites,spinal_cord
  5-6,12.4,0,0,0,0,0,0
  7-9,0,0,6.7,0,12.14,0,0
 14-21,0,0.82,0.88,0,1.03,0.92,0
 24-34,0,0,0,0,2.39,0,1.33
 36-46,0,0,0,0,2.71,0,0
 48-58,0,0,0.58,0,4.46,0,0
 60-70,0,0,1.61,1.5,0,0,0
 72-82,0,0.7,0,0,1.35,0,0
 96-106,0,1.67,1.79,0,2.07,0,0
