stage,axial,blastomeres,endoderm,eye,glial,hatching_gland,neural,notochord,paraxial_mesoderm,periderm,pgc,somites
  3-4,522.47,16698.37,0,0,0,0,0,0,0,718.43,0,0
  5-6,442.41,5043.34,0,0,0,0,56.97,0,6.69,94,0,0
  7-9,6.02,0,4.93,20.77,0,0,339.13,12.38,51.4,0,15.41,0
 10-12,0,0,6.93,9.28,0,3.1,10.97,4.29,23.86,0,0,0
 14-21,0,0,0,0,0,0,0,0,0,4.77,0,0
 24-34,0,0,0,0,0,0,0,0,0,1.76,0,0.65
 36-46,0,0,0,0,0,0,0.81,0,0,0,0,0
120,0,0,0,0,2.24,0,7.25,0,0,0,0,0
