stage,endocrine_pancreas,epidermis,eye,glial,mesenchyme,muscle,neural,spinal_cord,vasculature,xanthophores
 14-21,0,0,0,0,0,0,0.9,0,0,0
 24-34,0,0,0,0,0,0,7.7,0,0,0
 36-46,0,0,0,0,0.77,0,5.83,0,0,0
 48-58,0,0,0.79,2.79,0.8,0,19.98,2.97,0,0
 60-70,0,0,7.91,0,1.98,0,28.75,0,0,0
 72-82,0,0,20.6,2.22,5.12,0,28.97,3.57,0,0
 84-94,0,0,4.14,0,0,0,10.3,3.53,0,0
 96-106,0.63,1.89,2.66,0,8.82,0,12.52,0,0,5.51
108-118,0,0,4.68,0,2.43,6.69,6.67,0,1.34,0
120,0,0,4.51,0,4.27,0,27.05,0,0,0
