stage,epidermis,ionocyte,neural,periderm
  7-9,0,0,3.7,0
 10-12,0,0,4.24,0
 24-34,0,0,0,0.98
 60-70,0,0,1.55,9.67
 72-82,0,0,0,4.68
 84-94,0,0,0,9.53
 96-106,0,0,0,6.36
108-118,0.69,1.53,0,13.83
120,5.74,0,0,39.32
