stage,epidermis,eye,glial,melanocytes,mesenchyme,neural,periderm,spinal_cord
 14-21,0,0,0,0,0,1.66,0,1.35
 24-34,0,0,0,0,0,3.52,0,5.22
 36-46,0,0,0,0,0,1.15,0,0
 48-58,0,0.4,0,0,0,2.23,0,0
 60-70,0,2.26,0.93,0,0,2.33,8.48,0.84
 72-82,0,1.81,0,1.32,0.6,4.67,0,0
 84-94,0,0.93,0,0,1.08,2.02,0,0
108-118,0.93,0,0,0,1.6,5.83,0,0
120,0,2.26,0,0,0,18.02,0,0
