stage,axial,epidermis,eye,fin_epithelia,immune,neural,paraxial_mesoderm,spinal_cord,vasculature
  7-9,8.5,0,0,0,0,0,5.13,0,0
 14-21,0,0,0.96,0,0,0,0,0,0
 24-34,0,0,0,0,0,0,0,1.84,0.59
 72-82,0,0,0,0,0.53,1.97,0,0,0
 96-106,0,1.19,0,0.56,0,0,0,0,0
108-118,0,0,0,0,0,1.79,0,0,0
