stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,166.11,4792.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.21,0,0,0,0,0,0,0,0,0,0,0
  5-6,267.93,3623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.24,0,0,0,10.37,0,58.49,0,0,0,0,0,0,0,0,0,0,0
  7-9,58.03,87.78,0,91.55,0,0,0,170.76,0,0,0,0,0,100.2,0,0,0,0,0,0,0,0,0,0,0,1095.17,30.94,0,0,430.16,0,0,12.51,0,0,0,0,0,0,0,0,0,0
 10-12,4.89,63.44,0,184.96,0,29.46,0,205.53,0,0,0,0,0,29.29,0,0,0,0,0,0,0,0,0,0,0,2192.72,94.71,0,0,599.22,0,6.59,0,0,55.87,0,0,7.98,0,0,0,0,0
 14-21,0.89,0,7.4,7.73,200.42,51.69,0,36.06,0,0,0,16.63,11.53,0,2.33,0.92,0.95,0,0,0,1.31,68.23,0,0,24.28,1100.89,8.98,0,7.35,17.12,0,3.18,0,40.41,11.92,0,16.04,467.69,0,0,6.09,0,4.9
 24-34,0,0,6.88,1.38,74.14,5.64,0,52.47,0,6.55,3.56,23.58,5.33,0,8.82,26.38,0,0,2.2,3.6,5.56,135.02,0,0,49.3,2498.76,6.31,25.37,11.2,0,0,18.2,0,3.15,2.82,1.04,4.33,698.48,0,0,38.32,0,7.96
 36-46,0,0,2.45,0,27.38,0.57,0,104.42,0,7.68,5.62,68.14,0.82,0,1.37,29.87,0,1.97,3.04,2.68,16.65,188.4,1.51,4.06,28.71,4166.4,2.73,19.62,7.27,0,0,11.76,0,0,3.09,0,0,930.18,0,0,35.74,0,20.81
 48-58,0,0,0.44,0.4,28.61,0.77,0,477.33,0.6,10.48,8.68,127.15,4.67,0,4.18,28.47,0,2.59,2.34,0,11.88,268.45,8.37,9.29,48.32,4570.18,1.63,14.5,3.02,0,0,16.76,0,0,2.51,0,0,880.99,0,2.98,43.51,1.22,25.21
 60-70,0,0,0.6,0,76.27,0.66,0,1272.2,0,22.66,14.8,130.05,4.47,1.21,6.49,24.52,0,12.93,2.14,0,11.55,362.15,1.65,10.31,35.98,5375.32,0.76,13.79,0.83,0,1.75,41.51,0,0,1.17,0,0,685.93,4.14,17.42,37.8,3.57,19.9
 72-82,0,0,10.18,0,40.12,5.23,1.04,1610.11,0,12.15,34.26,192.59,19.61,0,5.8,33.13,0,9.39,0,1.83,8.7,518.89,0.88,26.46,31.59,4242.06,0.5,20.13,14.25,0,4.09,14.1,0,0,1.63,0,0,332.88,4.7,17.31,59.28,18.18,17.04
 84-94,0,0,6.47,0,67.94,10.46,0,841.99,0,16.55,16.48,139.78,24.76,0,3.06,50.92,6.89,3.94,3.87,4.39,13.17,365.68,3.44,23.64,12.07,2696.19,5.19,14.88,18.99,0,1.68,41.3,0,0,4.55,0.69,0,216.12,7.98,22.51,48.27,15.36,12.65
 96-106,0,0,4.71,0,44.43,18.47,0,794.02,0,10.2,9.96,158.66,40.79,0,15.09,74.17,1.59,5.65,8.98,18.77,1.92,340,7.01,29.72,21.96,1994.44,2.66,16.38,11.82,0,16.24,49.66,0,0,0.76,0,0,98.33,4.88,10.05,54.28,25.03,20.19
108-118,0,0,5.63,0.65,66.33,8.23,2.65,658.9,0,10.64,5.03,183.24,26.73,0,13.18,55.35,11.52,5.64,3.37,17.45,2.1,324.3,5.13,25,23.4,2915.8,2.09,9.87,12.78,0,7.81,31.77,0,0,2.1,0,0,59.52,4.27,21.62,65.93,11.26,10.75
120,0,0,8.82,0,106.17,26.58,0,550.63,0,9.85,3.83,123.87,38.82,0,5.85,116.77,7.23,3.92,0,13.82,0,392.39,0,6.71,1.82,3575.83,4.06,6.12,6.43,0,0,34.19,0,0,0,0,0,128.12,4.23,19.63,128.85,13.38,3.58
