stage,epidermis,erythrocytes,eye,mesenchyme,muscle,neural,periderm,vasculature
 14-21,0,2.71,7.2,1.29,1.46,5.05,1.89,0
 24-34,2.7,0,12.18,4.99,1.53,0,4.1,1.4
 36-46,0.57,0,2.03,0,0,0,0,0
 48-58,0,0,5.58,0.63,0,0,0,0
108-118,0,0,1.93,0,0,0,0,0
