stage,epidermis,eye,immune,mesenchyme,neural,notochord,pronephros
 10-12,0,0,0,0,0,0,5.88
 14-21,0,0,1.32,0,0,0,0
 24-34,0,0,7.05,0,0,0,0
 36-46,0,0,21.18,0,0,0.69,0
 48-58,0,0,2.91,0.63,0,0,0
 60-70,0,0,3.84,0,0,0,0
 72-82,0,0,21.26,0,0,0,0
 84-94,0,8.51,13.58,0,0,1.18,0
 96-106,0.56,0,9.14,0,0,0,0
108-118,0,0,20.12,0,0.42,0,0
120,0,0,16.29,0,0,0,0
