stage,axial,blastomeres,neural,paraxial_mesoderm,periderm,somites
  3-4,12.09,25.63,0,0,0,0
  5-6,0,26.18,0,0,6.15,0
  7-9,0,0,0,0,3.31,0
 10-12,0,0,19.1,12.62,0,0
 14-21,0,0,0,0,0,0.9
 36-46,0,0,1.4,0,0,0
 60-70,0,0,1.8,0,0,0
