stage,blastomeres,eye,neural,presomitic_mesoderm,spinal_cord
  5-6,19.26,0,0,0,0
  7-9,0,0,14.33,0,0
 10-12,0,0,5.91,0,0
 14-21,0,0,0,0.83,0
 24-34,0,1.68,3.54,0,0
 36-46,0,0,0.71,0,0
 48-58,0,0,0.77,0,0.42
 72-82,0,0,1.51,0,0
 84-94,0,0,5.84,0,0
 96-106,0,4.98,0,0,0
