stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,24.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,32.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,10.06,0,0,0,10.13,0,0,0,0,0,6.76,0,0,0,0,0,0,0,0,0,0,0,37.93,0,0,0,16.2,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,4.81,0,0,0,0,0,9.79,0,0,0,0,0,0,0,0,0,0,0,122.28,4.38,0,0,30.21,0,0,0,0,5.84,0,0,0,0,0,0,0,0
 14-21,0,0,0.81,25.49,3.94,0,4.42,0,0,0,0,1.28,0,0,0,0.81,0,0,1.84,0,5.83,0,0,0.98,52.02,2.21,1.74,0.8,0,0,0,1.33,6.22,1.44,0,6.22,24.07,0,0,0,0,0
 24-34,0,0,0,8.01,0,0,6.3,0,0.59,0,3.09,0.91,0,0.76,0.61,1.24,0,0,0,0,8.74,0.63,0,5.33,165.6,1.44,7.93,2.65,0,0,8.7,0,0,0.64,0,0.66,29.49,0,0,10.99,0,0.76
 36-46,0,0,0,4.27,0,0,17.29,0,0,1.74,5.79,0,2.19,0.92,0,0,0,0,0,2.07,16.9,0,0,0.57,129.37,2.73,5.18,1.2,0,0,5.65,0,0,4.54,0,0,49.29,0,0,3.5,0,0
 48-58,1.29,0,0,4.84,2.2,0,55.81,0,0,2.05,16.38,0,0.39,0,4.64,0,0,0,2.1,0.6,12.39,1.16,0,3.48,225.19,0.57,0,1.66,0,0,0.75,0,0,0,0,0,39.92,0,0,3.92,0,0.85
 60-70,0,0,0,5.25,0,0,93.15,1.47,0,0,17.13,0,0,0,7.77,0,0,0,0,0,27.3,0,0,0.59,228.51,0.75,0,0,0,0,0,0,0,0,0,0,29.12,0,0.61,1.62,0,8.82
 72-82,0,0,0,4.23,0.51,3.14,113.43,0,2.74,0,44.89,1.01,0.6,0.58,0.5,0,2.24,0,0,0,50.48,1.2,0,3.45,158.46,1.92,5.73,2.44,0,0.89,3.58,0,0,0.76,0,0,20.7,0,3.88,6.31,1.56,3.58
 84-94,0,0,0,8.67,2.38,0,105.4,0,1.68,2.07,34.34,1.98,0,1.31,6.08,1.32,0,0,2.28,0,28.93,0,10.78,1.38,138.23,0,2.09,5.86,0,0,6.37,1.4,0,0,0,0,1.57,0,4.17,8.58,3.24,1.05
 96-106,0,1.57,0,4.3,9.48,5.14,119.26,0,2.41,1.45,36.83,1.28,0,5.27,4.62,0,1,2.35,7.1,4.72,41.94,10.46,0.88,1.12,141.46,0,6.78,0,0,0,4.87,0,0,0.69,0,0,3.75,0,0,18.26,1.97,0
108-118,0,0,0,16.12,8.01,16.73,79.64,0,13.99,0,52.15,1.89,0,1.4,3.57,0,0.98,0,0.43,1.72,40.02,1.15,4.41,0.64,139.03,1.42,4.25,3.46,0,1.02,4.66,0,0,0.64,0.46,0,14.12,2.56,0,6.05,5.38,2.8
120,0,0,0,35.15,9.07,3.93,52.4,0,1.19,0,57.19,0,0,0,9.7,0,0,0,1.34,0,59.23,0,0,0,265.04,0,0,0,0,0,7,0,0,0,0,0,3.8,2.82,0,7.86,0,0
