stage,blastomeres,endocrine_pancreas,endoderm,epidermis,eye,fin_epithelia,glial,gut,hatching_gland,immune,ionocyte,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pronephros,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle
  3-4,47.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.43,0,0,0,0,0,0
  5-6,77.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,5.34,0,0,0,0,0,3.94,0,0,0,0,0,0,0,0,17.47,3.24,0,0,7.86,0,0,0,0,0,0,0,0
 10-12,3.64,0,5.96,0,4.98,0,0,0,0,0,0,0,0,0,0,0,0,59.53,8.6,0,0,14.84,0,0,6.08,0,0,0,0,0
 14-21,0,0,0,7.98,0,0,0,0,0,0,0,0,0,0,0,0,0,3.43,0,0,1.06,0,0,0.86,0,0,0,0,0,0
 24-34,0,0,0,0,0,0,0.83,0,0,0,0,0,0,0,0,0,0,2.53,0,0,0,0,0,9.9,1.13,0,0,0,0,0
 36-46,0,0,0,0,0,0,0,0,0,0,1.01,0,0.57,2.25,0,0,0,3.26,0,0,1.38,0,0,13.68,0,1.67,0,0,0,0
 48-58,0,0,0,0,0,0,0,0,0,9.42,0,0,0,0,0,0,0,4.62,0,0,0,0,0,8.93,0,0,0,0,0,0
 60-70,0,0.62,0,0,0.86,0,0.89,0,0,0.61,0,0,0,0,0.81,0,0,0.99,0,0,0,0,0,5.86,0,0,0,0,0,0
 72-82,0,0,0,3.17,0,0,5.64,1.27,0,1.8,1.23,0,0,0,4.45,4.87,0.55,1.97,0,0,0,0,0,4.02,0,1.67,0,0,1.36,0
 84-94,0,0,0,5.55,3.77,0.63,5.55,3.14,0,9.11,0.58,1.39,0,0,7.82,0.84,0,1.12,0,0,0,0,0,18.81,0,0,3.72,0,0,0
 96-106,0,0,0,4.85,0.69,0.7,4.39,6.18,0,10.94,2.86,1.72,0,1.06,3.73,2.28,0,0,0,3.6,0,0,0,9.16,0.71,1.71,8.48,1.27,0,0
108-118,0,0,0,8.85,1.26,1.09,7.15,0.61,0,11.4,1.12,1.85,1.15,0,16.35,3.41,0,0.92,0,0.72,0,0,1.49,19.08,1.67,0,2.51,0,0.5,1.88
120,0,0,0,5.93,1.08,0,23.8,0,0,8.19,0,0,5.02,0,8.46,3.7,0,1.8,0,0,0,0,0,28.83,0,0,7.22,0,3.14,0
