stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,240.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.14,0,0,0,0,0,0,0,0,0,0
  5-6,0,414.24,0,0,0,0,0,0,0,0,0,0,0,10.32,0,0,0,0,0,0,0,0,0,0,0,7.66,0,0,0,0,0,8.98,0,0,0,0,0,0,0,0,0,0
  7-9,23.57,40.21,0,25.73,0,0,0,87.79,0,0,0,0,0,11.93,0,0,0,0,0,0,0,0,0,0,0,471.18,25.43,0,0,165.67,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.19,0,36.71,0,0,0,25.49,0,0,0,0,0,15.37,0,0,0,0,0,0,0,0,0,0,0,392.45,8.92,0,0,110.43,0,0,0,8.16,0,3.24,0,0,0,0,0,0
 14-21,0,1.36,0,2.6,116.72,10.37,0,26.67,0,0,0,10.88,2.22,0,2.74,0,0,0,0,0,1.13,31.06,0,0,32.2,436.13,0,0,4.93,3.96,0,0,25.49,1.73,6.4,43.43,142.95,0,0,12.1,0,9.58
 24-34,0,0,0,0,7.54,0,0,31.78,0,0.62,0.63,13.9,0,0,0.67,0,0.62,0,0,0,1.47,40.93,0,0,7.01,502.26,0,1.69,3.86,0,2.75,1.77,0,0,0,2.11,111.7,0,0,7.18,0,0
 36-46,0,0,0,0,17.02,1.22,0,67.7,0,0,0,32,0,0,0,0,0,0.56,0,0,4.37,44.42,0,0.74,6.23,628.38,0.84,2.8,1.24,0,0,0.93,1.39,0.89,0.58,0,116.19,0,0,5.26,0,0.7
 48-58,0,0,0,0,4.04,0,0,144.83,0,8.54,0.85,27.43,0,0,1.05,0,0,5.29,0.46,0,1.71,34.73,0,0.97,4.98,424.08,1.41,2.59,3.05,0,0,0,0,0.92,0,0,64.89,0,0,0.43,0,12.93
 60-70,0,0,0,0,7.72,0,0,144.34,0,0,0,26.27,9.97,0,0,0,0,9.05,2.21,0.87,5.11,19.55,0,11.69,1.25,264.92,0,2.85,2.2,0,0,2.06,0,0,0,0,33.64,0,0.57,2.6,0,0
 72-82,0,0,2.16,0,2.37,6.36,0,244.7,0.55,3.48,3.35,49.38,1.22,0,2.64,0.49,0,1.65,0,0,0,83.38,0,6.69,7.64,430.51,0,3.42,1.19,0,0,1.8,0,0.55,0,0,43.48,0,1.02,6.65,1.28,16.91
 84-94,0,0,2.56,0,4.65,0,0,130.83,0,1.22,5.28,38.65,6.97,0,0,6.57,1.12,1.74,0,0,0.91,54.24,0,0,3.96,254.12,0,0,2.44,0,0,3.89,0,1.98,0,0,25.93,0,0.77,10.36,2.24,7.66
 96-106,0,0,0,0,5.25,6.1,0.98,153.46,0,3.07,0.99,43.94,5.5,0,0,0.93,0.74,2.82,0,0.57,1.26,43.47,1.96,0,3.09,189.61,0,3.38,3.33,0,3.48,9.73,0,0,0,0,31.41,0.67,0,0,0.61,0.62
108-118,0,0,0.79,0,9.14,2.96,0,196.78,0,0.43,5.15,68.56,0.71,0,0,1.42,0,7.74,0.69,5.7,0,41.25,0,0.62,9.4,406.44,0.69,3.74,2.91,0,0,9.97,0,0,0.5,0,27.68,1.04,0,3.89,6.03,0
120,0,0,0,0,60.08,1.62,1.03,185.73,0,2.77,0,136.89,13.81,0,3.06,0,4.09,1.58,0,5.65,0,126.47,0,0,2.24,922.74,17.37,6.75,9.56,0,0,7.45,0,4.17,1.63,0,39.43,0,0,26.52,0,0
