stage,blastomeres,eye,fin_mesenchyme,mesenchyme,neural,paraxial_mesoderm,spinal_cord
  5-6,6.38,0,0,0,0,0,0
  7-9,0,0,0,0,3.51,3.68,0
 10-12,0,0,0,0,23.65,9.06,0
 36-46,0,0,0,0,0,0,0.63
 48-58,0,0,0.43,0,1.6,0,0
 60-70,0,2.44,0,0,0,0,0
 72-82,0,5.05,0,0,1,0,0
 84-94,0,1.77,0,0,0,0,0
 96-106,0,12.11,0,0,0,0,0
108-118,0,10.32,0,2.35,0,0,0
120,0,17.51,0,0,0,0,0
