stage,epidermis,eye,mesenchyme,neural,notochord,olfactory,periderm,spinal_cord
 14-21,1.28,0,0,2.48,0,1.54,0,2.3
 24-34,0,0,0.65,6.54,0,0,0,1.72
 36-46,0,1.42,0,5.31,0,0,8.39,1.02
 48-58,0,4.84,0,0,0,0,0,0.84
 60-70,0,2.62,0,1.1,0,0,0,1.25
 84-94,0,0,0,1.2,0,0,0,0
108-118,0,0,0,0,1.51,0,0,0
120,0,0,0,2.12,0,0,0,0
