stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,23.73,650.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,316.02,780.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.32,51.86,0,0,8.27,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,115.52,12.29,0,0,0,0,89.8,0,0,0,0,0,28.31,0,0,0,0,0,0,0,0,0,0,0,448.74,166.12,0,0,325.05,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,17.83,0,23.63,0,0,49.21,0,0,0,0,0,3.42,0,0,0,0,0,0,0,0,0,0,0,368.17,32.14,0,0,359.41,0,0,0,23.07,0,4.35,0,0,0,0,0,0
 14-21,0,0,0,1.79,30.22,7.14,15.99,0,0,0,2.49,0,0,3.22,0,0.9,0,0,0,0,17.4,0,0,14.18,152.82,7.17,0,1.78,10.54,0,62.38,53.13,0,7.1,52.55,52.37,0,0,4.22,0,0
 24-34,0,0.83,0,1.5,12.67,0,20.5,1.2,2.29,0,10.93,0.64,0,1.37,0,0.62,0.83,2.07,0.94,5.85,33.67,0,0.82,24.53,231,6.69,0,3.46,0,0,151.89,0,0.83,3.03,22.81,61.11,0,0,16.16,0,2.12
 36-46,0,0,0,0,2.9,0.81,22.85,7.63,0.57,1.09,6.77,0,0,0,0,0,2.35,0,0,0,40.68,8.3,0,10.35,187.99,1.84,0,8.58,0,0,199.37,0,0,0,0.56,62.81,0,0,15.97,0,0
 48-58,0,0,0,0,4.57,4.43,56.09,1.22,6.5,0,22.31,2.95,0,2.25,0,0,11.09,1.44,0,0,65.06,0,0,9.09,68.21,6.49,1.37,1.09,0,1.09,130.73,0,0,3.14,0,47.29,0,0,14.95,0,0
 60-70,2.52,0,0,0,8.07,0,73.32,0.97,0.64,0.91,32.12,0,0,4.64,0,0.59,18.4,0,2.97,0,55.04,0.74,0.93,1.45,45.96,1.17,5.35,1.94,0,0,192.36,0,0.76,2.81,0,28.6,0,0,1.52,0,0
 72-82,0,0,0,0,12.96,1.23,48.99,1.7,0,5.41,46.94,1.53,0,1.59,0,0,6.76,0,0,0,63.69,0.56,1.62,6.79,88.86,0.82,0.74,7.21,0,2.67,135.38,0,0,0,0,0.87,1.16,0.68,18.2,3.97,1.88
 84-94,0,0,0,0,8.68,0,41.02,0,8.79,0,45.72,4.29,0,0,2.79,3.63,15.34,0,0,0,65.54,0.92,0,11.08,67.84,2.22,0,2.3,0,0,323.32,0,1.53,0,0,0.83,0,5.63,4.08,0,0
 96-106,0,0,1.56,0,10.01,2.09,42.32,2.14,2.65,3.13,73.23,7.03,0,1.03,5.54,5.53,5.02,0,0,0.75,41.67,4.24,0,2.05,75.03,0.71,0.75,1.28,0,1.47,284.45,0,0,0,0,2.7,2.05,3.39,17.4,1.78,0
108-118,0,0,0,0.74,17.14,0,43.3,0,1.4,0,85.73,7.8,0,0.51,1.52,7.77,18.74,0.86,0,0,65.48,3.2,1.9,2.92,80.47,0,4.15,11.08,0,0,205.66,0,0.62,0.43,0,0.72,0,0.41,9.97,2.47,0
120,0,0,0,0,27.96,0,87.55,6.04,1.78,0,116.3,9.54,0,2.09,4.61,0,5.83,0,1.84,0,120.92,0,10.27,7.15,179.46,0,3.8,1.34,0,1.79,121.08,0,3.21,0,0,19.74,0,0,40.52,0,0
