stage,blastomeres,endoderm,eye,mesenchyme,neural,paraxial_mesoderm,periderm,spinal_cord
  3-4,25.89,0,0,0,0,0,10.92,0
  5-6,26.52,0,0,0,10.51,0,0,0
  7-9,0,8.42,8.46,0,11.58,4.28,0,0
 10-12,0,0,5.57,0,20.07,0,0,0
 14-21,0,0.96,0,1.01,0,0,0,0.95
 24-34,0,0,0,0,5.25,0,0,0.72
 36-46,0,0,0.72,0,1.04,0,0,0
 48-58,0,0,3.41,0,2.2,0,0,0
 60-70,0,0,0,0,2.52,0,0,0
