stage,blastomeres,eye,immune,mesenchyme,neural,otic,periderm
  5-6,6.92,0,0,0,0,0,0
 10-12,0,0,0,0,9.9,0,0
 24-34,0,0,0,0,0,1.55,0
 48-58,0,0,0,0,0,2.82,0
 60-70,0,0,0,0,0,7.17,0
 72-82,0,1.76,0,0,0,13.72,0
 84-94,0,0,0,0,0,18.76,0.94
 96-106,0,0,0,0.86,0,25.24,0
108-118,0,0,0.41,0,0,21.72,0
120,0,0,0,0,0,61.82,0
