stage,axial,blastomeres,epidermis,eye,mesenchyme,neural,notochord,paraxial_mesoderm,periderm,pgc,spinal_cord
  3-4,0,216.08,0,0,0,0,0,0,0,0,0
  5-6,8.74,77.96,0,0,0,9.62,0,0,7.85,0,0
  7-9,0,0,0,3.2,0,44.73,3.7,8.43,0,0,0
 10-12,0,0,0,0,0,66.84,0,8.12,0,0,0
 24-34,0,0,1.39,0.99,0.7,3.18,0,0,0,0,1.51
 36-46,0,0,0,0,0,0.74,0,0,0,0.78,0
 48-58,0,0,0,2.47,0.45,3.94,0,0,0,0,1.38
 60-70,0,0,0,0,0,1.62,0,0,0,0,0
 72-82,0,0,0,0.6,0,1.45,0,0,0,0,0
