stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,275.58,3212.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.97,0,0,0,0,0,0,0,0,0,0,0
  5-6,283.05,4784.41,0,6.55,0,0,0,0,0,0,0,0,15.17,0,0,0,0,0,0,0,0,0,0,0,67.11,0,0,0,52.98,0,90.96,0,0,0,0,0,0,0,0,0,0,0
  7-9,52.35,139.8,0,204.79,0,5.98,595.33,0,0,0,0,0,77.94,0,0,0,0,0,0,0,0,0,0,0,3792.86,86.26,0,0,1430.27,0,9.66,0,0,9.82,0,0,0,0,0,0,0,0
 10-12,3.8,145.5,0,295.7,0,28.81,485.18,0,0,0,0,0,14.61,0,0,0,0,0,0,0,0,0,0,0,5315.24,54.6,0,0,2105.97,0,0,18.06,3.96,232.49,0,5.88,14.48,0,0,0,0,0
 14-21,0,1.34,0,9.25,129.01,101.74,126.79,0,0,0,43.5,1.96,2.04,1.01,0.92,2.15,0,1.4,3,0,115.13,0,0,60.48,1919.18,25.08,7.88,11.47,57.75,0,0,0,281.1,8.69,4.37,137.92,566.91,0,0,11.54,0,0
 24-34,0,0,0.71,6.28,40.33,12.95,172.63,0.9,0.61,0.72,39.04,0.59,2.8,1.68,0,0.8,2.92,4.35,3.78,0.82,167.14,1.67,1.81,74.14,1714.23,2.78,4.49,10.25,0,0,8.34,0,0,2.94,2.96,18.32,363.67,0,0,42.41,0,0.98
 36-46,0,0,0,0.63,47.71,3.1,421.86,0,0,0.73,31.42,0,0,2.5,3.22,0.59,0,0.62,1.7,0,170.1,0,5.17,55.55,1251.78,14.28,7.89,6.28,0,0,13.58,0,0,0,0,0,278.2,0,1.23,10.33,0,8.1
 48-58,0,0,0,0.82,14.43,0,329.34,0,0,2.34,56.56,6.63,0,1.86,17.05,0,7.78,3.49,5.52,1.55,149.89,0,10.96,24.69,498.2,2.81,3.02,2.08,0,0,7.93,0,0,0,0.89,0,94.3,0,0,1.73,0,1.74
 60-70,0,0,1.23,0,19.33,0,149.45,1.17,1.33,5.5,46.04,7.94,0,0,1.69,7.93,0,4.78,2.12,0,84.66,0,12.8,9.2,337.24,1.61,1.17,5.54,0,0,7.45,0,0,0.6,0,0,27.4,0,0.67,4.45,0,15.75
 72-82,0,0,1.72,0.75,16.23,0.59,94.17,3.53,0,3.37,51.11,5.27,0,2.68,2.07,8.62,5.98,0,1.08,0,154.47,0,19.98,18.64,290.44,2.32,2.16,3.98,0,1.96,10.19,0,0,0,0,0,34.32,0,0,13.99,1.91,0.99
 84-94,0,0,4.58,0,21.74,1.58,98.21,0,2.05,6.45,49.78,1.54,0,2.38,8.03,1.47,2.85,1.33,0.56,7,134.33,0.62,7.01,25.83,263.42,2.1,1.79,0.61,0,0,11.83,0,0,3.5,0,0,18.17,1.96,7.12,13.89,0.89,4.44
 96-106,0,0,0,0,17.35,9.79,73.95,0,2.58,9.83,51.9,9.77,0,4.8,21.68,0,0.74,4.99,6.67,0,181.53,0,9.44,17.07,201.46,2.31,6.03,13.15,0,0,14.82,0,0,2.52,0,0,8.01,1.01,0,7.61,5.69,6.76
108-118,0,0,0,0,15.33,1.59,94.53,0.46,2.14,9.6,50.42,14.38,0,0.71,13.91,3.37,5.04,1.63,1.85,0.64,180.57,1.22,5.46,13.86,312,1.08,0.47,0.56,0,0,5.76,0,0,0.54,0.43,0,5.81,2.91,3.66,15,2.1,13.6
120,0,0,0,0,40.7,3.12,75.71,0,4.8,24.27,34.44,5.29,0,8.88,10.9,5.82,0,1.34,7.47,0,161.9,0,10.87,28.92,326.7,0,7.24,3.89,0,7.89,20.01,0,0,0,0,0,2.31,2.31,0,1.25,0,8.14
