stage,endoderm,epidermis,eye,gut,immune,liver,neural,otic,periderm,pronephros,spinal_cord
 10-12,7.04,0,0,0,0,0,0,0,0,5.84,0
 24-34,0,0,0,0,0,0,0.99,0,4.62,0,2.63
 36-46,0,0,0,0,0,0,0.67,0,0.71,0,0
 48-58,0,0,0,0,0,0,2.86,0,0,0,0
 60-70,0,0,0,0,0,0,1.42,0,0,0,0
 72-82,0,0,10.12,0,0,0,0,0,1.16,0,0
 84-94,0,0,0,0.63,0,5.3,0,0,0,0,0
 96-106,0,0,0,0,0,2.07,0.8,0,0,0,0
108-118,0,3.07,0,0,3.27,12.37,0.95,0,0,0,0
120,0,0,0,3.16,1.38,0,0,9.31,0,0,0
