stage,epidermis,fin_epithelia,gut,ionocyte,mesenchyme,mucous,muscle,neural,periderm,spinal_cord
 24-34,0,0,0,0,0,0,0.76,0,0,0
 36-46,0,0,0,0,0,0,0,2.07,0,0
 48-58,0,0,0,0,0,0,0,2.01,0,0
 60-70,0,0,0,0,0,0,0,4.36,1.81,0
 72-82,0,0,0,0,0,0,0,0,1.34,0.79
 84-94,0,0,0,0,0,0,0,3.54,0,0
 96-106,0,0.62,0,0,0,0,0,6.91,12.34,0
108-118,0.72,0,0.47,0.45,0,0,0,0,4.03,0
120,9.54,1.42,0,7.56,10.62,1.04,0,8.05,25.25,0
