stage,epidermis,eye,glial,gut,immune,neural,periderm
 24-34,0,0,0,0,0,0,3.18
 36-46,0,0,0,0,0,0,2.22
 48-58,0,0,0,0,0,0,4.79
 60-70,0,2.27,3.68,0,0.69,1.25,1.1
 72-82,0,0,2.54,0,0,0,4.14
 84-94,0,2.31,1.23,0,0,0,2.99
 96-106,0,2.49,2.08,0,0,0,5.83
108-118,0.43,0,2.18,0.52,0,0.54,2.8
120,0,0,0,0,0,0,3.82
