stage,blastomeres,mesenchyme,neural,paraxial_mesoderm,periderm,pronephros,vasculature
  3-4,25.12,0,0,0,0,0,0
  5-6,19.2,0,0,0,0,0,0
  7-9,0,0,31.69,8.93,0,0,0
 10-12,0,0,15.29,9.04,0,0,0
 14-21,0,0.82,0,0,0,0,0.81
 24-34,0,0,0.7,0,0,0,0
 36-46,0,0,4.02,0,0,0,0
 72-82,0,0,5.81,0,0,0,0
 96-106,0,0,0.59,0,0,0,0
108-118,0,1.37,0,0,0.47,0,0
120,0,0,0,0,0,1.56,0
