stage,epidermis,ionocyte,mucous,neural,olfactory,periderm
 24-34,0,1.18,0,1.85,0,0
 36-46,0,0,0,0,0,0.78
 48-58,0,0,0,0,0,0.47
 60-70,0,0,0,0,0,1.16
 72-82,0,2.02,0,0,0,0
 84-94,0,1.77,0,0,1.14,2.9
 96-106,0.61,0.83,0,0,0,9.3
108-118,0.44,2.02,0.77,4.33,0,2.28
120,0,0,0,0,0,2.06
