stage,axial,blastomeres,eye,glial,hatching_gland,immune,mesenchyme,neural,paraxial_mesoderm,periderm,spinal_cord
  3-4,17.22,336.12,0,0,0,0,0,0,0,12.22,0
  5-6,22.52,412.39,0,0,0,0,0,0,13.26,0,0
  7-9,0,0,18.09,0,0,0,0,83.49,19.64,0,0
 10-12,0,4.79,3.49,0,16.42,0,0,43.12,15.96,0,0
 14-21,0,0,0,0,0,0,0,2.33,0,1.79,0
 24-34,0,0,0,0,0,0,0.71,0.85,0,0,0.98
 36-46,0,0,0,0,0,0,0,4.45,0,0,0
 48-58,0,0,0,0.78,0,0,0,0.5,0,0,0
 72-82,0,0,0,0,0,0,0,0,0,0,1.37
 84-94,0,0,0,2.04,0,0.79,5.1,0,0,0,0
