stage,blastomeres,erythrocytes,eye,heart,immune,mesenchyme,mural_cell,muscle,neural
  5-6,16.12,0,0,0,0,0,0,0,0
  7-9,0,0,7.01,0,0,0,0,0,3.87
 10-12,0,0,7.2,0,0,0,0,0,0
 24-34,0,0,0,0,0,0,0,0,1.48
 48-58,0,0,0,0,0,1.27,0,0,0
 60-70,0,0,0,0,0,0.77,1.3,0,0
 72-82,0,0,0,0,0,22.54,1.85,1,2.61
 84-94,0,0,0,0,0,20.64,2.23,0,0
 96-106,0,0,0,1.33,0,6.72,12.71,1.64,0
108-118,0,0,0,0,0,6.7,1.85,0,2.09
120,0,9.23,0,0,3.81,14.52,15.72,0,0
