stage,axial,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,0,0,18.86,512.36,30.46,0,142.96,0,2.08,0,26.23,36.13,0,7,0,13.52,0,0,0,4.68,109.85,0,0,86.65,1940.48,23.03,2.11,17.32,27.3,0,5.23,0,85.28,25.59,1.84,61.27,383.38,0,0,14.6,0,1.92
 24-34,0,0,12.93,159.59,10.91,0,284.99,0,9.6,6,101.7,9.33,0,16.55,2.31,0,0,6.19,6.66,0,530.58,0,0.91,206.71,4203.66,18.39,2.24,27.5,0,3.74,2.21,0,1.59,0,0,34.2,707.28,0,0,134.35,0,11.93
 36-46,0,0,1.99,100.81,1.12,0,218.97,0,9.17,26.5,285.5,0.79,0,22.73,0,0,16.08,8.72,0,0,617.37,0,8.33,128.46,2624.57,21.02,3.29,44.99,0,0.77,0,0,0,0,0.57,0,547.19,0,0,97.79,0,12.58
 48-58,0.77,0,0,59.49,0,0,298.23,0,15.61,21.96,517.85,1.26,0.7,9.5,0,3.62,4.96,10.39,1.88,2.11,764.42,0.7,39.73,115.61,2276.88,36.61,2.91,53.26,0,2.8,20.97,0,0,0,0.98,0,392.06,0,4.03,45.76,0,10.21
 60-70,0.81,0,0,113.5,1.83,0,298.99,1.17,46.22,29.61,436.5,3.04,0,8.53,2.38,0,9.39,9.44,2.84,0.86,1143.61,5.36,76.41,119.65,2177.52,25.7,7.39,36.62,0,3.27,4.72,0,0,0,0,0,177.04,0,20.38,98.34,6.29,5.38
 72-82,0,0,0,38.14,2.72,0,201.71,0,17.8,30.38,390.08,14.82,0,19.44,0,6.49,11.29,17.92,2.5,0,1306.39,0,37.66,124.02,1451.87,4.07,1.29,41.7,0,7.05,2,0,0,1.24,0,0,46.5,0,18.92,60.5,20.49,20.73
 84-94,0,3.73,0,67.5,6.49,0,226.36,0,26.34,35.47,265.55,6.87,0,19.3,0,5.28,4.88,12.95,2.91,15.04,1349.87,0,58.82,72.19,1009.05,6.67,5.26,71.02,0,14.04,0.85,0,0,1.21,0,0,33.44,1.58,28.01,65.7,46.35,20.46
 96-106,0,0,0,60.83,0.79,0,119.32,5.3,7.06,25.08,294.23,5.74,0,26.49,3.65,4.57,1.64,5.98,0,0.67,821.59,1.24,26.14,57.02,685.75,4.88,2.37,36.71,0,22.93,2.39,0,0,1.42,0,0,41.38,1.44,22.08,66.79,40.68,27.66
108-118,0,0,0,79.42,3.14,1.02,151.4,0.64,20.22,34.07,329.81,6.77,0,23.05,0,1.84,15.26,3.88,7.16,2.1,1182.1,0,48.63,94.73,1002.62,7.49,2.57,91.01,0,39.97,13.53,0,0,0.81,0,0,14.49,1.29,27,74.05,14.73,16.66
120,0,0,0,141.21,2.93,0,231.83,1.49,103.9,104.06,972.47,6.72,0,51.25,0,1.72,4.06,4.41,1.58,9.24,1970.47,0,98.49,154.85,2162.56,22.03,0,114.07,19.84,23.21,4.32,2.5,0,2.26,0,0,49.5,0,24.98,73.43,74.52,2.59
