stage,epidermis,eye,iridophores,mucous,neural,notochord,spinal_cord
 14-21,0,109.84,0,0,9.37,0,0
 24-34,0,231.78,0,0.91,6.17,0.79,0.7
 36-46,0,100.07,0,0,2.06,0,0.61
 48-58,0,83.64,0,0,7.49,0,2.52
 60-70,0,118.43,0,0,6.31,0,0
 72-82,0,75.89,0.49,0,8.6,0,0
 84-94,0,80.6,0,0,7.25,0,0
 96-106,0,20.8,0,0,0,0,0
108-118,0,47.88,0,0,0.98,0,0
120,2.63,59.6,0,0,62.87,0,0
