stage,blastomeres,eye,mesenchyme,neural,notochord,spinal_cord,xanthophores
  3-4,60.53,0,0,0,0,0,0
  5-6,17.03,0,0,0,0,0,0
  7-9,4.85,3.87,0,8.45,0,0,0
 10-12,0,3.35,0,0,3.39,0,0
 24-34,0,0,0,0,0,0.63,0
 48-58,0,0,0,0,0.44,0,0.54
 60-70,0,0,6.47,0.62,0,0,0
 72-82,0,0,0.52,0,0,0,0
 96-106,0,0,0,0,0,1.72,0
