stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,31.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,32.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.33,0,9.98,0,0,0,11.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.49,0,0,0,20.31,0,3.92,8.66,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,12.6,0,0,0,0,0,4.51,0,0,0,0,0,0,0,0,0,0,0,37.84,11.5,0,0,39.83,0,0,0,0,8.66,0,0,0,0,0,0,0,0
 14-21,0,0,1.04,1.86,0.88,0,6.2,0,0,0,0.96,0,0,0,0,1.08,0,0,0,0,3.21,0,0,3.03,61.01,0,1.37,0,0.83,0,0,0,8.79,0,0,4.11,20.8,0,0,0,0,0
 24-34,0,0,0,0.61,0,0,224.27,0,0,0,4.5,0,0,0,0,1.47,0,0,0,0,5.68,0,0,2.32,297.9,0.74,4.02,0,0,0,10.53,0,0,0,0,2.66,42.2,0,0,0,0,1.12
 36-46,0,0,0,22.7,0,0,1038.85,0,0,0.63,58.14,0,0,0,0,0,0,0,0,0,34.99,0,0,1.81,566.57,0,2.11,1.32,0,0,0,0,0,0,0,0,25.53,0,0,7.57,0,0
 48-58,0,0,0,5.13,0,0,1616.93,0,0.55,0,208.89,0,0,2.25,1.26,0.48,0.82,0,4.09,0,588.19,0,0,9.73,882.4,0.63,0.44,3.91,0,0,6.72,0,0,0,0,0,72.28,0,0,13.93,0,0
 60-70,0,0,0,21.37,0,0,2040.42,0,0.82,0,694.13,0.99,0,0,2.41,7.9,11.42,0.88,3.22,0,1277.78,0,1.79,4.51,1111.64,0,0,3.5,0,1.19,21.09,0,0,0,0,0,116.63,0,1.4,31.61,0,7.21
 72-82,0,1.09,0,19.86,6.66,2.97,2472.95,3.39,1.27,3.44,1639.64,1.29,0,0,5.05,26.43,19.23,5.44,21.92,2.19,1391.64,0,0.93,3.08,1789.01,0,0,8.12,0,0,0.75,3.31,0,0,0,0,68.75,9.04,4.23,172.66,0.76,0.67
 84-94,0,2,2.08,34.83,0,0,3318.3,0,3.85,0,1359.78,1.59,0,6.21,5.29,78.52,2.98,4.55,103.86,9.08,1639.45,1.55,2.32,8,1326.54,0,8.14,8.02,0,4.36,10.49,2.8,0,4.25,1.18,0,34.17,0,4.33,83.83,2.48,16.97
 96-106,0,2.94,0,35.32,18.42,12.55,3386.52,3.21,4.3,3.94,2290.1,4.96,0,1.61,8.55,56.63,0.76,12.26,110.11,0.65,2126.89,5.46,6.97,12.97,1581.8,1.56,8.23,27.01,0,0,22.38,0,0,3.24,0,0,53.47,0,8.02,155.64,0,2.97
108-118,0,0,1.43,26.87,3.08,1.57,3203.13,0,1.31,5.44,2370.71,3.62,0,0.64,3.05,107.36,7,10.31,150.47,0,1736.39,2.3,1.48,6.75,1781.31,0.86,2.3,23.52,0,2.78,16.97,0,0,0.83,0.5,0,41.32,0,1.88,110.83,0.49,9.61
120,0,0,0,49.14,0,15.03,2297.52,0,2.36,0,2772.18,5.71,0,0,8.97,14.32,0,4.63,70.26,0,1693.62,2.91,8.33,10.67,2832.47,6.07,2.49,30.06,0,0,8.36,0,0,0,0,0,138.96,0,0,137.99,0,0
