stage,epidermis,eye,mesenchyme,muscle,neural,otic,pericytes,periderm,vasculature
 14-21,0,0,0,2.08,0,0,0,0,0
 36-46,0.7,0,0,0,0,0,0,0,0
 48-58,0,0,0.54,0,0.94,1.81,0,0,0
 60-70,0,1.62,0,0,0.57,0,0,0,0
 72-82,0,0,0,0,0,0,0,0,2.32
 96-106,0,0,0,0,5.85,0,0,5.69,0
108-118,0,0,0,0,0,0,0.76,1.19,0
120,0,0,0,0,0,0,0,6.08,0
