stage,eye,glial,mesenchyme,neural,otic,periderm
 36-46,0,0,0,1.04,0,0
 48-58,0,0,0,0.83,0.64,0
 60-70,0,0.7,0,3.01,0,0
 72-82,0,2.46,0,1.22,0,0
 84-94,0,1.32,0.95,0.57,0,5.95
 96-106,0,2.6,0,0,0,0
108-118,1.02,0,0,1.59,0,0
120,7.67,18.69,4.28,4.83,0,0
