stage,axial,blastomeres,eye,mesenchyme,muscle,neural
  5-6,0,25.57,0,0,0,0
  7-9,5.17,0,0,0,0,10.65
 24-34,0,0,6.1,0,0,0
 48-58,0,0,1.37,0.42,0,1.29
 60-70,0,0,9.2,0,0,0.93
 72-82,0,0,5.35,0,0,0
 84-94,0,0,9.77,0,0,0
 96-106,0,0,7.4,0,0,0
108-118,0,0,9.6,0,1.7,0
