stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,30.67,1223.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.8,0,0,0,0,0,0,0,0,0,0,0
  5-6,38.57,798.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.46,16.8,0,0,9.21,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,46.76,27.16,0,28.92,0,0,0,113.93,0,0,0,0,15.27,0,0,0,0,0,0,0,0,0,0,0,936.19,32.34,0,0,310.34,0,3.28,27.94,0,0,0,0,0,0,0,0,0,0
 10-12,0,29.11,0,60.03,0,4.44,0,30.08,0,0,0,0,44.62,0,0,0,0,0,0,0,0,0,0,0,1049.51,27.7,0,0,296.05,0,7.35,7.97,0,35.83,0,0,5.88,0,0,0,0,0
 14-21,0,0,0,5.81,86.7,9.39,0,47.27,1.76,0,16.26,5.29,0,0,0.82,2.28,0,0,0,0,55.32,0,0,35.21,663.37,17.91,0.83,8.51,20.28,0,17.25,2.99,52,2.59,0,20.68,179.23,0,0,4.68,0,0
 24-34,0,0,0,1.86,31.83,10.78,0,129.32,3.17,1.68,25.88,2.46,0,0.86,2.54,2.55,2.57,2.14,2.19,0,154.34,0,0.91,52.76,1353.89,4.86,12.46,19.5,0,0,35.63,0,0,1.34,0.76,4.44,257.12,0,0,41.01,0,8.03
 36-46,0,0,0,0.96,28.43,1.2,0,173.94,7.61,2.36,41.37,1.78,0,2.52,15.13,1.07,0.88,0,2.28,4.83,108.33,0.77,3.24,37.43,966.76,1.26,1.28,3.64,0,0,38.7,0,0,1.95,0,0,197.32,0,0,19.66,0,1.02
 48-58,0,0,0,0.43,15.54,2.23,0,235.78,3.1,1.89,37.7,0.43,0.7,2.87,2.85,0.43,0.98,0.65,8.65,0,155.6,0.59,6.4,27.95,372.5,4.39,0,7.28,0,0,13.36,0,0,0.45,0,0,89.26,0,0,8.01,0,3.57
 60-70,0,0,0,0,22.65,1.42,0,126.6,2.36,2.83,30.55,0.65,0,0,5.63,5.24,0,1.47,8.18,0,101.74,1.36,12.57,13.46,200.69,3.4,0,3.98,0,0,8.4,0,0,1.17,0,0,17.36,0,1.93,10.22,0,0
 72-82,0,0,0,0,13.61,23.7,1.16,127.53,3.16,9.81,43.63,4.77,0,0.56,2.93,2.36,0.72,0.68,8.3,0,135.87,5.39,2.93,13.87,166.89,0.62,2.78,2.68,0,2.48,3.97,0,0,0.73,0,0,35.28,0.91,0,7.48,1.73,0
 84-94,0,0,1.42,0,28.88,19.2,1.21,69.32,6.91,3.51,35.55,2.29,0,0,8.2,5.07,2.62,2.54,0.66,1.11,101.19,0,6.48,11.95,163.21,4.34,6.33,8.94,0,0,19.14,0,0,1.64,0,0,22.03,2.79,2.02,8.26,1.23,8.88
 96-106,0,0,1.62,0,28.63,27.3,0,51.02,0.88,12.56,48.85,6.03,0,2.25,4.25,2.13,1.4,3.12,0.76,0,108.59,1.22,5.02,12.83,104.97,1.41,1.33,8.88,0,0.87,19.84,0,0,1.27,0,0,6.46,0.79,5.79,9.13,2.75,0
108-118,0,0,0,0,25.28,15.05,2.27,101.79,7.85,6.83,55.95,5.89,0,2.35,8.44,1.96,5.25,1.3,11.05,0,115.8,0.54,12.22,16.01,215.92,0.97,4.14,10.94,0,0.95,13.72,0,0,0.45,0,0,3.91,3.46,0.6,12.85,4.08,0
120,0,0,0,1.66,37.52,73.04,0,88.2,11.74,16.38,53.9,12.39,0,1.54,19.56,17.1,9.61,0,3.29,0,157.88,0,0,17.56,259.18,0,19.75,4.14,0,2.67,22.52,0,0,0,0,0,0,4.74,0,8.12,4.9,0
