stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,35.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,34.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.54,0,0,0,6.75,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,46.56,0,68.37,0,0,0,46.98,0,0,0,0,0,25.66,0,0,0,0,0,66.63,0,0,0,0,0,574.78,33.77,0,0,137,0,0,0,6.51,0,0,0,0,0,0,0,0
 14-21,0,0,0,1.67,0,0,1.19,0,0,0,0,0.85,0,0,0,0,0,0,1264.48,0,0,0,0,0,2.88,7.36,0,0,0,0,2.59,0.9,0,0,9.52,0,0,0,0,0,0
 24-34,0,0,4.99,1.84,0,0,5.03,0,0,0,0,0,0,0,0,11.41,0,0,1804.84,0,4.84,0,0,4.53,79.13,0,0,0,0,0,0,0,0.63,1.22,0,30.37,0,0,1.69,0,2.21
 36-46,0,0,0,0,0,0,7.04,0,0.56,0,0,0,0,0,0,0,0,0,706.03,0,3.82,0,0,1.3,57.33,0,0,0,0,0,2.05,0,0,0,0,70.12,0,0,0,0,0
 48-58,0,0,0,1.29,7.12,0,0,0,0,0.97,0.54,0,0,0,0,0,0,0,251.36,0,0.46,0,0,0,31.89,0,0,0,0,0,0,0,0,0,0,26.08,0,0,0,0,0
 60-70,0,0,0,2.63,0,8.61,13.43,0,0,0,1.78,0,0,0,0,0,0,0,245.74,0,6.75,0,1.34,0,29.31,0,1.42,0,0,0,0.65,0,0,0,0,14.63,0,0,0,0,0
 72-82,0,0,0,0,2.46,0,27.84,0,0,0,8.85,0,0,0,1.49,0,0,0,922.94,0,7.42,0,0,0,96.6,0,0,0,0,0,11.48,0,0,0,0,15.57,3.65,0,5.44,1.27,2.76
 84-94,0,0,0,2.2,9.51,0,34.46,0,1.24,0.85,8.18,1.37,0,0,0,0,3.25,0.73,2634.3,0,15.14,4.49,2.45,1.76,79.37,0.79,2.47,2.58,0,0,19.5,0,0,0,0,8.41,0.62,0,1.18,0.77,0
 96-106,0,0,0,57.09,117.79,3.63,281.41,4.55,6.03,5.86,58.43,28.28,0,5.2,31,10.83,3.73,7.79,11148.77,2.8,151.03,13.27,5.74,15.19,1296.3,1.5,16.28,18.81,0,6.81,141.36,0,0.7,0.74,0,52.01,8.37,2.4,31.21,7.14,21.72
108-118,0,0.64,0,59.04,54.84,26.28,457.55,0.45,17.39,14.55,102.85,27.21,0,4.82,18.85,12.19,7.39,4.3,30772.07,9.73,236.89,14.44,14.67,17.99,1824.68,5.07,8.26,13.83,0,2.7,139.67,0,19.77,2.93,0,19.86,6.65,10.25,40.17,4.18,25.75
120,0,0,0,111.69,20.04,9.83,447.8,21.86,15.56,2.28,227.27,40.55,0,12.12,52.87,11.13,5.78,4.65,23387.04,0,266.47,5.62,21.07,43.97,2422.43,9.26,6.09,14.74,0,28.01,114.36,0,2.94,0,0,24.57,11.73,5.17,86.66,16.89,0
