stage,axial,blastomeres,epidermis,erythrocytes,eye,fin_epithelia,glial,ionocyte,mucous,neural,periderm,spinal_cord
  3-4,17.01,29.84,0,0,0,0,0,0,0,0,0,0
 36-46,0,0,0,0,0,0,0,0.58,0,1.02,0,1.09
 48-58,0,0,0,0,5.66,0,0,0,0,0,0,0
 60-70,0,0,0,0,0,0,0,0,0,0,3.53,0
 72-82,0,0,0,0,20.92,0,0,0,0,1.87,0.7,0
 84-94,0,0,0,0,9.82,0,0,0,0,0,1.56,0
 96-106,0,0,0.82,0.57,14.24,0,4.14,0.69,0,5.43,7.69,0
108-118,0,0,0,0,0,0.96,3.77,0,0,7.87,9.57,0
120,0,0,3.1,0,12.03,0,0,0,2.14,4.2,7.59,0
