stage,eye,fast_muscle,glial,mesenchyme,muscle,neural,olfactory,otic,periderm,pronephros,slow_muscle,somites,spinal_cord,vasculature,xanthophores
 24-34,0.75,1.38,0,0,2.05,2.37,2.56,0,0,0,0,2,0,0,0
 36-46,5.73,21.63,0,0,0.72,10.91,0,0,0,0,1.04,0,0,0,0
 48-58,1.66,14.5,0.76,1.6,4.11,9.96,0,0,0,0,5.38,0,8.11,0,0.97
 60-70,1.55,11.35,0,0,1.99,6.22,0,0,0,0,1.84,0,2.03,0,7.94
 72-82,6.99,3.78,0,3.81,0,13.97,0,0,0,0,0,0,0,0,0
 84-94,1.58,0.59,0,0,0,3.32,0,0,0,4.19,0,0,0,0,0
 96-106,1.76,0,0,0,0,14.82,0,1.09,0.66,0,1.82,0,0,0,0
108-118,2.24,1.44,0,0,0.57,0,0,0,0,0,1.68,0,0,4.42,0
120,0,1.76,0,0,0,0,0,0,0,0,2.41,0,0,0,0
