stage,epidermis,fast_muscle,glial,gut,immune,lateral_line,mesenchyme,neural,notochord,otic,periderm,vasculature
 10-12,0,0,0,0,0,0,0,6.61,0,0,0,0
 36-46,0,0,0,0,0,0,0,1.18,0,0,0,2.35
 48-58,0,0,0,0,11.79,0,0,0,0,0,0,0
 60-70,0,0,0,0,5.06,0,0,0,0,0,0,0
 72-82,0,0,0,0,54.52,0,0,6.6,0,0,0,0
 84-94,0,1.03,0,0,110.8,0,0,3.69,0,0,0,1.04
 96-106,0,0,7.57,0,148.69,0,17.97,1.56,0,2.17,1.54,2.93
108-118,3.82,0,3.6,0.53,191.16,0,6.72,10.88,0,0,1.13,2.09
120,4.07,0,14.18,1.29,242.92,8.6,28.61,10.82,16.27,0,0,2.15
