stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,45.18,136.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,20.05,70.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,4.74,0,0,0,4.23,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,55.29,0,0,0,0,0,0,0,0,0,0,0,163.97,6.56,0,0,9.93,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,107.23,10.54,0,0.85,0,2.15,0,0,0,0,0,0,1.04,0,0,0,0,7.39,0,0,2.68,15.06,0,0,0,0,0,6.92,0,0,16.57,12.04,4.12,0,0,0,0,0
 24-34,0,0,0,0,93.25,2.34,0,4.83,0,2.3,0.67,0,0.67,0,0,0.73,0.6,0,0,0,0,37.64,0,0.69,15.26,47.31,2.26,1.77,2,0,1.14,35.96,0,1.08,0,6.93,8.93,0,0,3.84,0,0
 36-46,0,0,0,0,43.3,2,0,5.62,16.45,0.59,1.76,0.61,0,0,0,0,0,0,2.62,0,4.68,37.73,0.58,3.06,13.08,33.84,10.88,1.58,0,0,2.1,62.83,1.41,1.54,0.74,0.6,10.42,0,0,3.86,0,1.43
 48-58,0.58,0,0,0,24.84,0,0,15.58,4.4,6.08,6.95,4.46,0,0,1.09,9.2,0,0,1.9,0,0,46.19,0,3.7,6.88,40.71,0.58,0.88,0.64,0,0,45.74,0.65,0.85,7.34,0,9.18,0,0.61,1.91,0,0.63
 60-70,0,0,1.1,0,46.99,0,0,18.37,2.49,6.7,3.64,6.7,0,0,0,0,0,0,2.05,0,0,66.81,0,0.59,8.37,18.33,0,0.62,1.63,0,0,48.53,0,0.59,3.64,0,6.87,0,0.73,3.04,0,0
 72-82,0,0,0,0,32.76,2.99,0,21.42,1.45,12,8.23,7.86,0,0,1.1,5.24,1.09,0.75,4.83,0,0,140.05,3.82,4.93,6.32,37.76,0.53,0.76,4.41,0,0.72,40.23,0,1.27,0,0,1.89,1.87,1.41,12.88,3.55,0
 84-94,0,0,0,0,91.43,0,0,19.57,5.22,23.59,5.51,4.23,0,0,0,10.45,0,0.65,2.94,0,1.25,81.48,2.21,3.79,10.94,19.9,0.76,2.84,3.92,0,0,102.99,0,4.88,1.51,0,0.66,0,1.44,3.12,2.02,0
 96-106,0,0,0,0,99.72,2.96,1.09,44.75,7.82,17.25,12.54,10.37,0.69,0,2.33,14.32,2.53,1.28,12.03,4.54,1.26,76.63,4.33,15.66,0.78,50.08,0.81,1.02,8.35,0,0.83,78.98,0,0,5.86,0,2.77,0.71,0.67,10.72,12.52,0
108-118,0,0,0,0.74,203.75,0.57,1.86,20.42,7.96,56.79,5.54,16,2.99,0,0,9.88,4.61,0,10.93,0,13.82,89.49,1.76,8.77,9.01,71.87,0.5,0.79,20.84,0,0,94.41,0,0,6.96,0,5.81,2.76,1.62,13.7,5.84,0
120,0,0,0,0,108.52,1.32,0,45.39,16.04,30.36,15.22,22.99,0,0,0,15.01,4.81,0,15.82,0,0,88.84,0,4.59,9.6,75.65,0,2.64,0,0,0,25.56,2.3,10.02,8.3,0,7.63,0,0,1.03,0,0
