stage,eye,glial,neural,olfactory,periderm,spinal_cord
 24-34,0,0,0.8,0,0,0.87
 36-46,0,0,7.5,0,0.59,0.97
 48-58,2.39,0.46,7.58,0,0,1.69
 60-70,0,0,20.67,0,0,2.76
 72-82,1.52,1.35,22.34,0,0,0
 84-94,0,0,11.38,0,0,5.73
 96-106,0,2.29,43.05,0,0,4.3
108-118,0,2.78,13.5,1.82,0,0
120,0,0,6.56,0,0,5.59
