stage,epidermis,eye,glial,mesenchyme,muscle,neural,paraxial_mesoderm,spinal_cord
  7-9,0,0,0,0,0,5.71,0,0
 10-12,0,0,0,0,0,19.69,16.35,0
 14-21,0,0.82,0,0,0,0,0,0
 24-34,0,0.63,0,0,0,9.77,0,0
 36-46,0,0.56,0,0.66,0,17.11,0,0
 48-58,0,0.8,0.43,2.35,1.18,9.23,0,0
 60-70,0,13.69,0,8.71,2.76,20.04,0,0
 72-82,0,10.8,0,3.68,1.42,17.26,0,2.2
 84-94,0,3.98,0.55,0.92,0,3.3,0,2.26
 96-106,0,10.49,0,0,0,22.39,0,0
108-118,1.99,1.79,1.41,3.51,0,9.9,0,6.26
120,0,0,0,0,0,21.38,0,0
