stage,endocrine_pancreas,epidermis,eye,fin_epithelia,hatching_gland,mesenchyme,mucous,neural,olfactory,taste
 14-21,0,0,1.16,0,0,0,0,0.99,0,0
 24-34,0,0,0,0,0,0,0,0.8,0,0
 36-46,0,0,0,0,0,0,0,1.88,0,0
 48-58,0,0,0,0,0,0.55,0,5.14,1.07,0
 60-70,0,0,0,0,0,0,0,5.16,0,0
 72-82,0,2.39,4.52,0,0,2.05,0,1.53,0,0
 84-94,0,0,0,0.8,0.86,0,0,0,0,0
 96-106,0,0,0,0,0,1.07,0,0,0,0
108-118,0,0.44,0,0.48,0,0,0,0,0,0
120,4.32,2.67,2.78,0,0,2.8,1.49,0,0,3.65
